lead_day,Platform,Campaign,Ad Name,Aff_param,Cost
2025-10-24,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,456.79
2025-10-25,Bing,Brand Search,Bing Brand Exact,AFF-3201,624.82
2025-10-25,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,409.19
2025-10-25,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1283.4
2025-10-25,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,705.57
2025-10-25,Google Display,Prospecting Display,In-Market Display A,AFF-2201,422.42
2025-10-25,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,287.06
2025-10-25,Google Search,Brand Search,Brand Core RSA,AFF-1201,1334.25
2025-10-25,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1103.01
2025-10-25,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,648.59
2025-10-25,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,938.11
2025-10-25,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,217.69
2025-10-25,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,270.96
2025-10-25,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,220.92
2025-10-25,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,303.99
2025-10-26,Bing,Brand Search,Bing Brand Exact,AFF-3201,823.59
2025-10-26,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,359.2
2025-10-26,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,960.48
2025-10-26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,988.05
2025-10-26,Google Display,Prospecting Display,In-Market Display A,AFF-2201,567.39
2025-10-26,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,206.68
2025-10-26,Google Search,Brand Search,Brand Core RSA,AFF-1201,579.5
2025-10-26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1061.49
2025-10-26,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,716.6
2025-10-26,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,858.8
2025-10-26,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,123.71
2025-10-26,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,104.49
2025-10-26,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,268.86
2025-10-26,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,68.1
2025-10-27,Bing,Brand Search,Bing Brand Exact,AFF-3201,511.9
2025-10-27,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,435.67
2025-10-27,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1237.97
2025-10-27,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,847.92
2025-10-27,Google Display,Prospecting Display,In-Market Display A,AFF-2201,186.41
2025-10-27,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,291.92
2025-10-27,Google Search,Brand Search,Brand Core RSA,AFF-1201,682.3
2025-10-27,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2133.94
2025-10-27,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1176.55
2025-10-27,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1044.14
2025-10-27,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,57.74
2025-10-27,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,156.94
2025-10-27,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,469.81
2025-10-27,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,131.13
2025-10-28,Bing,Brand Search,Bing Brand Exact,AFF-3201,800.79
2025-10-28,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,150.7
2025-10-28,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,678.24
2025-10-28,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1076.88
2025-10-28,Google Display,Prospecting Display,In-Market Display A,AFF-2201,227.69
2025-10-28,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,242.02
2025-10-28,Google Search,Brand Search,Brand Core RSA,AFF-1201,1011.71
2025-10-28,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1124.88
2025-10-28,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,381.56
2025-10-28,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,557.09
2025-10-28,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,176.9
2025-10-28,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,52.4
2025-10-28,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,136.37
2025-10-28,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,139.65
2025-10-29,Bing,Brand Search,Bing Brand Exact,AFF-3201,608.82
2025-10-29,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,539.01
2025-10-29,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1782.07
2025-10-29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,650.95
2025-10-29,Google Display,Prospecting Display,In-Market Display A,AFF-2201,378.6
2025-10-29,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,243.84
2025-10-29,Google Search,Brand Search,Brand Core RSA,AFF-1201,1797.31
2025-10-29,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1818.88
2025-10-29,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1140.45
2025-10-29,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,452.04
2025-10-29,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,122.49
2025-10-29,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,165.85
2025-10-29,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,221.83
2025-10-30,Bing,Brand Search,Bing Brand Exact,AFF-3201,330.57
2025-10-30,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,344.89
2025-10-30,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,946.15
2025-10-30,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,736.1
2025-10-30,Google Display,Prospecting Display,In-Market Display A,AFF-2201,704.99
2025-10-30,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,187.39
2025-10-30,Google Search,Brand Search,Brand Core RSA,AFF-1201,1232.16
2025-10-30,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1812.47
2025-10-30,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,999.05
2025-10-30,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,256.37
2025-10-30,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,370.23
2025-10-30,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,96.22
2025-10-30,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,483.78
2025-10-30,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,507.45
2025-10-31,Bing,Brand Search,Bing Brand Exact,AFF-3201,1301.15
2025-10-31,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,240.28
2025-10-31,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1455.03
2025-10-31,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,768.4
2025-10-31,Google Display,Prospecting Display,In-Market Display A,AFF-2201,631.3
2025-10-31,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,199.36
2025-10-31,Google Search,Brand Search,Brand Core RSA,AFF-1201,890.66
2025-10-31,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1036.64
2025-10-31,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,273.84
2025-10-31,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,681.03
2025-10-31,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,228.82
2025-10-31,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,210.1
2025-10-31,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,276.0
2025-10-31,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,267.6
2025-11-01,Bing,Brand Search,Bing Brand Exact,AFF-3201,1249.72
2025-11-01,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,792.61
2025-11-01,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,816.35
2025-11-01,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,935.6
2025-11-01,Google Display,Prospecting Display,In-Market Display A,AFF-2201,669.2
2025-11-01,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,418.25
2025-11-01,Google Search,Brand Search,Brand Core RSA,AFF-1201,1391.21
2025-11-01,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2418.87
2025-11-01,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,290.52
2025-11-01,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,629.37
2025-11-01,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,362.53
2025-11-01,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,228.46
2025-11-01,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,225.58
2025-11-01,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,272.55
2025-11-02,Bing,Brand Search,Bing Brand Exact,AFF-3201,610.84
2025-11-02,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,732.85
2025-11-02,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1401.4
2025-11-02,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,992.52
2025-11-02,Google Display,Prospecting Display,In-Market Display A,AFF-2201,292.11
2025-11-02,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,329.5
2025-11-02,Google Search,Brand Search,Brand Core RSA,AFF-1201,1425.02
2025-11-02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1654.29
2025-11-02,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,709.16
2025-11-02,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1017.96
2025-11-02,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,353.27
2025-11-02,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,57.57
2025-11-02,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,136.37
2025-11-02,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,382.49
2025-11-03,Bing,Brand Search,Bing Brand Exact,AFF-3201,1018.38
2025-11-03,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,723.8
2025-11-03,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1201.99
2025-11-03,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1175.41
2025-11-03,Google Display,Prospecting Display,In-Market Display A,AFF-2201,730.65
2025-11-03,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,266.69
2025-11-03,Google Search,Brand Search,Brand Core RSA,AFF-1201,1569.36
2025-11-03,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2173.08
2025-11-03,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,630.97
2025-11-03,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,383.16
2025-11-03,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,430.28
2025-11-03,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,230.75
2025-11-03,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,271.89
2025-11-03,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,531.5
2025-11-04,Bing,Brand Search,Bing Brand Exact,AFF-3201,496.4
2025-11-04,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1125.96
2025-11-04,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1267.68
2025-11-04,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1328.31
2025-11-04,Google Display,Prospecting Display,In-Market Display A,AFF-2201,968.96
2025-11-04,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,261.35
2025-11-04,Google Search,Brand Search,Brand Core RSA,AFF-1201,1751.32
2025-11-04,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1754.48
2025-11-04,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,290.95
2025-11-04,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1334.03
2025-11-04,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,155.57
2025-11-04,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,106.1
2025-11-04,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,266.67
2025-11-04,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,293.05
2025-11-05,Bing,Brand Search,Bing Brand Exact,AFF-3201,1016.43
2025-11-05,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1199.96
2025-11-05,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1336.0
2025-11-05,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,918.16
2025-11-05,Google Display,Prospecting Display,In-Market Display A,AFF-2201,762.18
2025-11-05,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,408.55
2025-11-05,Google Search,Brand Search,Brand Core RSA,AFF-1201,2536.32
2025-11-05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2297.22
2025-11-05,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,913.41
2025-11-05,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1014.32
2025-11-05,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,449.65
2025-11-05,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,192.11
2025-11-05,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,632.62
2025-11-05,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,542.27
2025-11-06,Bing,Brand Search,Bing Brand Exact,AFF-3201,1143.89
2025-11-06,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1110.91
2025-11-06,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1511.12
2025-11-06,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1059.33
2025-11-06,Google Display,Prospecting Display,In-Market Display A,AFF-2201,447.15
2025-11-06,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,285.44
2025-11-06,Google Search,Brand Search,Brand Core RSA,AFF-1201,1033.12
2025-11-06,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,3073.12
2025-11-06,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,584.78
2025-11-06,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,908.98
2025-11-06,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,176.44
2025-11-06,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,54.96
2025-11-06,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,234.95
2025-11-06,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,73.83
2025-11-07,Bing,Brand Search,Bing Brand Exact,AFF-3201,893.42
2025-11-07,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,601.45
2025-11-07,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1184.46
2025-11-07,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1137.05
2025-11-07,Google Display,Prospecting Display,In-Market Display A,AFF-2201,509.33
2025-11-07,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,89.12
2025-11-07,Google Search,Brand Search,Brand Core RSA,AFF-1201,1625.57
2025-11-07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2007.3
2025-11-07,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1031.84
2025-11-07,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1410.38
2025-11-07,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,292.64
2025-11-07,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,215.53
2025-11-07,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,403.41
2025-11-07,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,297.91
2025-11-08,Bing,Brand Search,Bing Brand Exact,AFF-3201,483.2
2025-11-08,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,590.54
2025-11-08,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1665.54
2025-11-08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1184.26
2025-11-08,Google Display,Prospecting Display,In-Market Display A,AFF-2201,367.79
2025-11-08,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,187.5
2025-11-08,Google Search,Brand Search,Brand Core RSA,AFF-1201,1735.95
2025-11-08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1642.41
2025-11-08,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,406.04
2025-11-08,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1115.23
2025-11-08,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,60.42
2025-11-08,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,388.51
2025-11-08,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,267.65
2025-11-09,Bing,Brand Search,Bing Brand Exact,AFF-3201,789.07
2025-11-09,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1058.76
2025-11-09,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1511.97
2025-11-09,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,640.85
2025-11-09,Google Display,Prospecting Display,In-Market Display A,AFF-2201,110.37
2025-11-09,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,464.09
2025-11-09,Google Search,Brand Search,Brand Core RSA,AFF-1201,1369.62
2025-11-09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1775.27
2025-11-09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,384.96
2025-11-09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,715.61
2025-11-09,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,177.0
2025-11-09,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,96.93
2025-11-09,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,388.63
2025-11-09,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,72.15
2025-11-10,Bing,Brand Search,Bing Brand Exact,AFF-3201,597.91
2025-11-10,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,775.58
2025-11-10,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1859.0
2025-11-10,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,854.83
2025-11-10,Google Display,Prospecting Display,In-Market Display A,AFF-2201,352.55
2025-11-10,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,510.67
2025-11-10,Google Search,Brand Search,Brand Core RSA,AFF-1201,1546.67
2025-11-10,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2065.54
2025-11-10,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,259.63
2025-11-10,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,814.61
2025-11-10,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,238.04
2025-11-10,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,50.01
2025-11-10,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,418.19
2025-11-10,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,278.12
2025-11-11,Bing,Brand Search,Bing Brand Exact,AFF-3201,591.09
2025-11-11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,617.61
2025-11-11,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,914.29
2025-11-11,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1174.03
2025-11-11,Google Display,Prospecting Display,In-Market Display A,AFF-2201,643.65
2025-11-11,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,272.62
2025-11-11,Google Search,Brand Search,Brand Core RSA,AFF-1201,2056.61
2025-11-11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1549.85
2025-11-11,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,814.78
2025-11-11,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,889.17
2025-11-11,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,185.48
2025-11-11,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,277.54
2025-11-11,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,329.58
2025-11-12,Bing,Brand Search,Bing Brand Exact,AFF-3201,652.3
2025-11-12,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,913.42
2025-11-12,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1557.77
2025-11-12,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1271.81
2025-11-12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,603.88
2025-11-12,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,488.11
2025-11-12,Google Search,Brand Search,Brand Core RSA,AFF-1201,2004.29
2025-11-12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2144.73
2025-11-12,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,503.63
2025-11-12,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,747.83
2025-11-12,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,180.72
2025-11-12,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,96.74
2025-11-12,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,370.7
2025-11-12,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,550.43
2025-11-13,Bing,Brand Search,Bing Brand Exact,AFF-3201,308.86
2025-11-13,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,774.72
2025-11-13,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1447.04
2025-11-13,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1055.18
2025-11-13,Google Display,Prospecting Display,In-Market Display A,AFF-2201,889.23
2025-11-13,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,331.87
